State,Year,Quarter,District,Transaction_Count,Transaction_Amount,YearQuarter
Arunachal Pradesh,2018,1,Lohit,3747,11496949.54576835,2018-Q1
Arunachal Pradesh,2018,1,Lepa Rada,288,403149.46702687367,2018-Q1
Arunachal Pradesh,2018,1,Tawang,2334,5055665.022950603,2018-Q1
Arunachal Pradesh,2018,1,Namsai,1400,2162984.705083958,2018-Q1
Arunachal Pradesh,2018,2,Lower Dibang Valley,1827,2561237.506207262,2018-Q2
Arunachal Pradesh,2018,2,Lower Subansiri,1666,4113742.04406352,2018-Q2
Arunachal Pradesh,2018,2,Longding,4634,10271170.16552131,2018-Q2
Arunachal Pradesh,2018,2,West Siang,2579,7610989.567485569,2018-Q2
Arunachal Pradesh,2018,2,Kamle,12,23654.058373191845,2018-Q2
Arunachal Pradesh,2018,2,Upper Siang,240,494895.0927715976,2018-Q2
Arunachal Pradesh,2018,2,Tirap,1903,3126393.764954633,2018-Q2
Arunachal Pradesh,2018,2,Papum Pare,25363,66520931.20355792,2018-Q2
Arunachal Pradesh,2018,2,Kurung Kumey,83,123737.2220411206,2018-Q2
Arunachal Pradesh,2018,2,Anjaw,7,7871.020814692305,2018-Q2
Arunachal Pradesh,2018,2,Siang,336,740232.6309634304,2018-Q2
Arunachal Pradesh,2018,2,Lower Siang,2292,2179451.657976534,2018-Q2
Arunachal Pradesh,2018,2,Kra Daadi,247,987135.9959717204,2018-Q2
Arunachal Pradesh,2018,2,Changlang,6066,13294258.50337311,2018-Q2
Arunachal Pradesh,2018,2,Pakke Kessang,48,58359.57138935899,2018-Q2
Arunachal Pradesh,2018,2,Dibang Valley,68,65769.2036735354,2018-Q2
Arunachal Pradesh,2018,2,West Kameng,10466,25521321.34140157,2018-Q2
Arunachal Pradesh,2018,2,East Siang,6363,15285584.202916931,2018-Q2
Arunachal Pradesh,2018,2,Upper Subansiri,1285,2911910.368920728,2018-Q2
Arunachal Pradesh,2018,2,East Kameng,522,1825297.4617279812,2018-Q2
Arunachal Pradesh,2018,2,Lohit,6962,20520618.88189011,2018-Q2
Arunachal Pradesh,2018,2,Lepa Rada,511,731444.7370576829,2018-Q2
Arunachal Pradesh,2018,2,Tawang,5447,13722374.81135791,2018-Q2
Arunachal Pradesh,2018,2,Namsai,3230,6271811.327635023,2018-Q2
Arunachal Pradesh,2018,3,Lower Dibang Valley,2824,6074558.207066888,2018-Q3
Arunachal Pradesh,2018,3,Lower Subansiri,2346,5154231.737357968,2018-Q3
Arunachal Pradesh,2018,3,Longding,5288,18327334.05075552,2018-Q3
Arunachal Pradesh,2018,3,West Siang,3337,12966152.79251931,2018-Q3
Arunachal Pradesh,2018,3,Kamle,93,30504.94301319112,2018-Q3
Arunachal Pradesh,2018,3,Upper Siang,250,743956.1055720671,2018-Q3
Arunachal Pradesh,2018,3,Tirap,3322,7479257.007852319,2018-Q3
Arunachal Pradesh,2018,3,Papum Pare,43282,101080479.2917223,2018-Q3
Arunachal Pradesh,2018,3,Kurung Kumey,255,303027.4066451341,2018-Q3
Arunachal Pradesh,2018,3,Anjaw,13,95403.67678261214,2018-Q3
Arunachal Pradesh,2018,3,Siang,615,2141734.499956036,2018-Q3
Arunachal Pradesh,2018,3,Lower Siang,2625,3045590.882295873,2018-Q3
Arunachal Pradesh,2018,3,Kra Daadi,436,1606758.4080739785,2018-Q3
Arunachal Pradesh,2018,3,Changlang,10162,20494174.9497154,2018-Q3
Arunachal Pradesh,2018,3,Pakke Kessang,165,305164.81707575504,2018-Q3
Arunachal Pradesh,2018,3,Dibang Valley,29,196466.66696677107,2018-Q3
Arunachal Pradesh,2018,3,West Kameng,17026,48528147.45054105,2018-Q3
Arunachal Pradesh,2018,3,East Siang,10539,24885270.773230053,2018-Q3
Arunachal Pradesh,2018,3,Upper Subansiri,1601,4223297.613673143,2018-Q3
Arunachal Pradesh,2018,3,East Kameng,1029,3132863.590645522,2018-Q3
Arunachal Pradesh,2018,3,Lohit,11595,32702331.664437763,2018-Q3
Arunachal Pradesh,2018,3,Lepa Rada,523,1777602.4370017413,2018-Q3
Arunachal Pradesh,2018,3,Tawang,8715,25733824.99410926,2018-Q3
Arunachal Pradesh,2018,3,Namsai,5076,10698272.7743813,2018-Q3
Arunachal Pradesh,2018,4,Lower Dibang Valley,4227,10951332.39393786,2018-Q4
Arunachal Pradesh,2018,4,Lower Subansiri,3735,8884930.591487257,2018-Q4
Arunachal Pradesh,2018,4,Longding,6581,22545311.85089966,2018-Q4
Arunachal Pradesh,2018,4,West Siang,3813,14013986.24482587,2018-Q4
Arunachal Pradesh,2018,4,Kamle,247,361497.05682825705,2018-Q4
Arunachal Pradesh,2018,4,Upper Siang,1041,2157332.9473089008,2018-Q4
Arunachal Pradesh,2018,4,Tirap,5725,10811742.67058608,2018-Q4
Arunachal Pradesh,2018,4,Papum Pare,55224,154875448.2077814,2018-Q4
Arunachal Pradesh,2018,4,Kurung Kumey,444,759686.7195777439,2018-Q4
Arunachal Pradesh,2018,4,Anjaw,273,495578.19942643447,2018-Q4
Arunachal Pradesh,2018,4,Siang,822,2176630.237443937,2018-Q4
Arunachal Pradesh,2018,4,Lower Siang,2883,4533291.201383284,2018-Q4
Arunachal Pradesh,2018,4,Kra Daadi,750,3254327.442489025,2018-Q4
Arunachal Pradesh,2018,4,Changlang,13950,32343047.413952347,2018-Q4
Arunachal Pradesh,2018,4,Pakke Kessang,297,462143.5189972004,2018-Q4
Arunachal Pradesh,2018,4,Dibang Valley,40,97205.28808666342,2018-Q4
Arunachal Pradesh,2018,4,West Kameng,25439,89194886.84322134,2018-Q4
Arunachal Pradesh,2018,4,Shi Yomi,61,42483.80153055695,2018-Q4
Arunachal Pradesh,2018,4,East Siang,12893,34272134.34491677,2018-Q4
Arunachal Pradesh,2018,4,Upper Subansiri,2686,8771042.079749444,2018-Q4
Arunachal Pradesh,2018,4,East Kameng,1750,5936855.710462087,2018-Q4
Arunachal Pradesh,2018,4,Lohit,14268,40510521.94979761,2018-Q4
Arunachal Pradesh,2018,4,Lepa Rada,932,3023578.1893019043,2018-Q4
Arunachal Pradesh,2018,4,Tawang,11104,35921510.894032694,2018-Q4
Arunachal Pradesh,2018,4,Namsai,7244,17643523.29373534,2018-Q4
Arunachal Pradesh,2019,1,Lower Dibang Valley,6314,13738776.18143886,2019-Q1
Arunachal Pradesh,2019,1,Lower Subansiri,4994,12615032.12289183,2019-Q1
Arunachal Pradesh,2019,1,Longding,7287,25349462.05524536,2019-Q1
Arunachal Pradesh,2019,1,West Siang,5921,19426751.30123389,2019-Q1
Arunachal Pradesh,2019,1,Kamle,391,725807.1059240355,2019-Q1
Arunachal Pradesh,2019,1,Upper Siang,1154,2756678.3077581595,2019-Q1
Arunachal Pradesh,2019,1,Tirap,6877,14075747.836402498,2019-Q1
Arunachal Pradesh,2019,1,Papum Pare,70941,188556716.3567257,2019-Q1
Arunachal Pradesh,2019,1,Kurung Kumey,740,2076644.1215012984,2019-Q1
Arunachal Pradesh,2019,1,Anjaw,2116,4643030.795590812,2019-Q1
Arunachal Pradesh,2019,1,Siang,1282,2552682.037255951,2019-Q1
Arunachal Pradesh,2019,1,Lower Siang,3565,6923301.927893572,2019-Q1
Arunachal Pradesh,2019,1,Kra Daadi,1070,3797175.484244661,2019-Q1
Arunachal Pradesh,2019,1,Changlang,17589,40239141.669717625,2019-Q1
Arunachal Pradesh,2019,1,Pakke Kessang,545,1682922.8373646357,2019-Q1
Arunachal Pradesh,2019,1,Dibang Valley,102,301591.38639926765,2019-Q1
Arunachal Pradesh,2019,1,West Kameng,34289,101333633.6760416,2019-Q1
Arunachal Pradesh,2019,1,Shi Yomi,19,212989.63045272,2019-Q1
Arunachal Pradesh,2019,1,East Siang,15621,39284373.054099694,2019-Q1
Arunachal Pradesh,2019,1,Upper Subansiri,3880,14105451.853243291,2019-Q1
Arunachal Pradesh,2019,1,East Kameng,2688,9107597.731491327,2019-Q1
Arunachal Pradesh,2019,1,Lohit,15896,42834776.7780453,2019-Q1
Arunachal Pradesh,2019,1,Lepa Rada,1523,4054526.308789035,2019-Q1
Arunachal Pradesh,2019,1,Tawang,13102,39489779.13784294,2019-Q1
Arunachal Pradesh,2019,1,Namsai,8600,20065516.61635517,2019-Q1
Arunachal Pradesh,2019,2,Lower Dibang Valley,5819,13737167.7479776,2019-Q2
Arunachal Pradesh,2019,2,Lower Subansiri,5579,14746949.65201063,2019-Q2
Arunachal Pradesh,2019,2,Longding,6744,23464027.89281261,2019-Q2
Arunachal Pradesh,2019,2,West Siang,8041,24549832.97718149,2019-Q2
Arunachal Pradesh,2019,2,Kamle,414,1136776.6962042823,2019-Q2
Arunachal Pradesh,2019,2,Upper Siang,1079,3993676.3296563537,2019-Q2
Arunachal Pradesh,2019,2,Tirap,6868,18633793.43372325,2019-Q2
Arunachal Pradesh,2019,2,Papum Pare,86433,246640891.34861863,2019-Q2
Arunachal Pradesh,2019,2,Kurung Kumey,1427,4036511.93386158,2019-Q2
Arunachal Pradesh,2019,2,Anjaw,2473,5220589.920801567,2019-Q2
Arunachal Pradesh,2019,2,Siang,1654,5373179.351887872,2019-Q2
Arunachal Pradesh,2019,2,Lower Siang,3791,7075961.239041175,2019-Q2
Arunachal Pradesh,2019,2,Kra Daadi,1447,4315353.218765283,2019-Q2
Arunachal Pradesh,2019,2,Changlang,18631,48891048.26477764,2019-Q2
Arunachal Pradesh,2019,2,Pakke Kessang,687,1750138.0587616218,2019-Q2
Arunachal Pradesh,2019,2,Dibang Valley,98,214966.6162180208,2019-Q2
Arunachal Pradesh,2019,2,West Kameng,37430,122521180.75595032,2019-Q2
Arunachal Pradesh,2019,2,Shi Yomi,13,65209.39364354455,2019-Q2
Arunachal Pradesh,2019,2,East Siang,16494,46549881.23941852,2019-Q2
Arunachal Pradesh,2019,2,Upper Subansiri,4827,18395806.56628409,2019-Q2
Arunachal Pradesh,2019,2,East Kameng,2309,8996397.735290494,2019-Q2
Arunachal Pradesh,2019,2,Lohit,18693,48893746.8310222,2019-Q2
Arunachal Pradesh,2019,2,Lepa Rada,2108,5045595.906781289,2019-Q2
Arunachal Pradesh,2019,2,Tawang,15960,55915834.5871187,2019-Q2
Arunachal Pradesh,2019,2,Namsai,9637,22491356.65721929,2019-Q2
Arunachal Pradesh,2019,3,Lower Dibang Valley,8405,15177864.63915902,2019-Q3
Arunachal Pradesh,2019,3,Lower Subansiri,8828,21059967.49943525,2019-Q3
Arunachal Pradesh,2019,3,Longding,10269,26620415.01923828,2019-Q3
Arunachal Pradesh,2019,3,West Siang,11889,30014806.81680297,2019-Q3
Arunachal Pradesh,2019,3,Kamle,677,968784.5134103608,2019-Q3
Arunachal Pradesh,2019,3,Upper Siang,1419,3927440.441775221,2019-Q3
Arunachal Pradesh,2019,3,Tirap,11249,21737827.19336869,2019-Q3
Arunachal Pradesh,2019,3,Papum Pare,117940,301518075.7016427,2019-Q3
Arunachal Pradesh,2019,3,Kurung Kumey,1579,3674797.099413435,2019-Q3
Arunachal Pradesh,2019,3,Anjaw,4230,9665384.074972186,2019-Q3
Arunachal Pradesh,2019,3,Siang,2640,6888800.898705382,2019-Q3
Arunachal Pradesh,2019,3,Lower Siang,5348,9507511.569068512,2019-Q3
Arunachal Pradesh,2019,3,Kra Daadi,2187,5520848.186492377,2019-Q3
Arunachal Pradesh,2019,3,Changlang,29218,58354823.443366826,2019-Q3
Arunachal Pradesh,2019,3,Pakke Kessang,977,2145842.2925678995,2019-Q3
Arunachal Pradesh,2019,3,Dibang Valley,202,675909.9962923382,2019-Q3
Arunachal Pradesh,2019,3,West Kameng,53939,147186019.8759076,2019-Q3
Arunachal Pradesh,2019,3,Shi Yomi,27,30367.754712275346,2019-Q3
Arunachal Pradesh,2019,3,East Siang,22611,58040119.9573143,2019-Q3
Arunachal Pradesh,2019,3,Upper Subansiri,7803,22099628.49449406,2019-Q3
Arunachal Pradesh,2019,3,East Kameng,3814,10631335.87179724,2019-Q3
Arunachal Pradesh,2019,3,Lohit,24505,54539458.21434432,2019-Q3
Arunachal Pradesh,2019,3,Lepa Rada,2928,4930337.942058578,2019-Q3
Arunachal Pradesh,2019,3,Tawang,24097,72221026.28393415,2019-Q3
Arunachal Pradesh,2019,3,Namsai,13453,25507641.015596066,2019-Q3
Arunachal Pradesh,2019,4,Lower Dibang Valley,10376,21103089.24170351,2019-Q4
Arunachal Pradesh,2019,4,Lower Subansiri,11806,29634357.48680521,2019-Q4
Arunachal Pradesh,2019,4,Longding,11018,29245021.39397645,2019-Q4
Arunachal Pradesh,2019,4,West Siang,14581,39460255.46641725,2019-Q4
Arunachal Pradesh,2019,4,Kamle,999,1620922.3277442688,2019-Q4
Arunachal Pradesh,2019,4,Upper Siang,4165,12739585.63873403,2019-Q4
Arunachal Pradesh,2019,4,Tirap,16459,38467790.7269052,2019-Q4
Arunachal Pradesh,2019,4,Papum Pare,143272,378838002.3434037,2019-Q4
Arunachal Pradesh,2019,4,Kurung Kumey,1343,4526789.748638094,2019-Q4
Arunachal Pradesh,2019,4,Anjaw,5417,11887950.534618173,2019-Q4
Arunachal Pradesh,2019,4,Siang,4756,8833695.424992222,2019-Q4
Arunachal Pradesh,2019,4,Lower Siang,6628,11985865.25916152,2019-Q4
Arunachal Pradesh,2019,4,Kra Daadi,2830,7804936.327522229,2019-Q4
Arunachal Pradesh,2019,4,Changlang,33963,71874990.9639822,2019-Q4
Arunachal Pradesh,2019,4,Pakke Kessang,1194,2287739.012092396,2019-Q4
Arunachal Pradesh,2019,4,Dibang Valley,267,1240493.0270471391,2019-Q4
Arunachal Pradesh,2019,4,West Kameng,66740,198205637.50055432,2019-Q4
Arunachal Pradesh,2019,4,Shi Yomi,232,170772.72677991798,2019-Q4
Arunachal Pradesh,2019,4,East Siang,26605,72075285.44344108,2019-Q4
Arunachal Pradesh,2019,4,Upper Subansiri,9285,28319761.87384963,2019-Q4
Arunachal Pradesh,2019,4,East Kameng,5646,19408662.74847077,2019-Q4
Arunachal Pradesh,2019,4,Lohit,29281,67502324.59236205,2019-Q4
Arunachal Pradesh,2019,4,Lepa Rada,4245,8888753.875914622,2019-Q4
Arunachal Pradesh,2019,4,Tawang,30077,91949243.60711189,2019-Q4
Arunachal Pradesh,2019,4,Namsai,18290,32501252.235055383,2019-Q4
Arunachal Pradesh,2020,1,Lower Dibang Valley,14400,29552510.9414332,2020-Q1
Arunachal Pradesh,2020,1,Lower Subansiri,15770,34273250.7179902,2020-Q1
Arunachal Pradesh,2020,1,Longding,13240,35267439.983279385,2020-Q1
Arunachal Pradesh,2020,1,West Siang,19728,47929440.73153875,2020-Q1
Arunachal Pradesh,2020,1,Kamle,1434,3418975.8263023924,2020-Q1
Arunachal Pradesh,2020,1,Upper Siang,7055,17820679.64619372,2020-Q1
Arunachal Pradesh,2020,1,Tirap,18369,40877851.79372531,2020-Q1
Arunachal Pradesh,2020,1,Papum Pare,180373,457430754.15953165,2020-Q1
Arunachal Pradesh,2020,1,Kurung Kumey,2294,5942677.061635139,2020-Q1
Arunachal Pradesh,2020,1,Anjaw,5025,12808735.8587444,2020-Q1
Arunachal Pradesh,2020,1,Siang,5136,11962344.13711079,2020-Q1
Arunachal Pradesh,2020,1,Lower Siang,8047,15520255.40397513,2020-Q1
Arunachal Pradesh,2020,1,Kra Daadi,3407,10045462.795181291,2020-Q1
Arunachal Pradesh,2020,1,Changlang,43858,93461363.58699806,2020-Q1
Arunachal Pradesh,2020,1,Pakke Kessang,2044,3425821.315796173,2020-Q1
Arunachal Pradesh,2020,1,Dibang Valley,397,878784.5955219769,2020-Q1
Arunachal Pradesh,2020,1,West Kameng,75363,198712422.2374845,2020-Q1
Arunachal Pradesh,2020,1,Shi Yomi,117,566189.9936512378,2020-Q1
Arunachal Pradesh,2020,1,East Siang,33743,82011539.42531273,2020-Q1
Arunachal Pradesh,2020,1,Upper Subansiri,12313,33686711.81345673,2020-Q1
Arunachal Pradesh,2020,1,East Kameng,7379,20456070.89377439,2020-Q1
Arunachal Pradesh,2020,1,Lohit,36985,83701268.27182505,2020-Q1
Arunachal Pradesh,2020,1,Lepa Rada,5721,11137993.767266,2020-Q1
Arunachal Pradesh,2020,1,Tawang,31865,84425193.41571434,2020-Q1
Arunachal Pradesh,2020,1,Namsai,23112,46444942.9567038,2020-Q1
Arunachal Pradesh,2020,2,Lower Dibang Valley,26234,42360072.52689613,2020-Q2
Arunachal Pradesh,2020,2,Lower Subansiri,25703,46133123.51739678,2020-Q2
Arunachal Pradesh,2020,2,Longding,20664,54678022.50234371,2020-Q2
Arunachal Pradesh,2020,2,West Siang,32777,72790231.05472675,2020-Q2
Arunachal Pradesh,2020,2,Kamle,2397,4126243.0778709752,2020-Q2
Arunachal Pradesh,2020,2,Upper Siang,10899,28048492.10512026,2020-Q2
Arunachal Pradesh,2020,2,Tirap,28830,63497030.84081016,2020-Q2
Arunachal Pradesh,2020,2,Papum Pare,221728,535085907.3404856,2020-Q2
Arunachal Pradesh,2020,2,Kurung Kumey,3847,11359743.45705319,2020-Q2
Arunachal Pradesh,2020,2,Anjaw,7617,18795023.53147722,2020-Q2
Arunachal Pradesh,2020,2,Siang,9827,18585670.46796793,2020-Q2
Arunachal Pradesh,2020,2,Lower Siang,13321,23571085.32253689,2020-Q2
Arunachal Pradesh,2020,2,Kra Daadi,5264,15730996.22746254,2020-Q2
Arunachal Pradesh,2020,2,Changlang,69279,128572447.9979738,2020-Q2
Arunachal Pradesh,2020,2,Pakke Kessang,3558,4635272.064395212,2020-Q2
Arunachal Pradesh,2020,2,Dibang Valley,966,2559724.836918968,2020-Q2
Arunachal Pradesh,2020,2,West Kameng,95421,251395972.2250581,2020-Q2
Arunachal Pradesh,2020,2,Shi Yomi,302,1222863.4358782358,2020-Q2
Arunachal Pradesh,2020,2,East Siang,55680,112693868.8099896,2020-Q2
Arunachal Pradesh,2020,2,Upper Subansiri,18056,43140688.970285244,2020-Q2
Arunachal Pradesh,2020,2,East Kameng,11791,40506284.272980645,2020-Q2
Arunachal Pradesh,2020,2,Lohit,56541,114730675.47714493,2020-Q2
Arunachal Pradesh,2020,2,Lepa Rada,8601,16064862.366431031,2020-Q2
Arunachal Pradesh,2020,2,Tawang,44499,121561732.24171808,2020-Q2
Arunachal Pradesh,2020,2,Namsai,34972,54870798.314045325,2020-Q2
Arunachal Pradesh,2020,3,Lower Dibang Valley,27655,63469161.32860388,2020-Q3
Arunachal Pradesh,2020,3,Lower Subansiri,26596,59707234.22223007,2020-Q3
Arunachal Pradesh,2020,3,Longding,21445,63273209.984560445,2020-Q3
Arunachal Pradesh,2020,3,West Siang,34295,92449732.96070343,2020-Q3
Arunachal Pradesh,2020,3,Kamle,2618,5300885.9328534985,2020-Q3
Arunachal Pradesh,2020,3,Upper Siang,12707,40210852.98915006,2020-Q3
Arunachal Pradesh,2020,3,Tirap,30046,81539831.5295825,2020-Q3
Arunachal Pradesh,2020,3,Papum Pare,298350,859373863.7202579,2020-Q3
Arunachal Pradesh,2020,3,Kurung Kumey,4391,13864822.73322653,2020-Q3
Arunachal Pradesh,2020,3,Anjaw,9751,31524690.46028902,2020-Q3
Arunachal Pradesh,2020,3,Siang,10489,21236201.53145476,2020-Q3
Arunachal Pradesh,2020,3,Lower Siang,12456,28754627.349573277,2020-Q3
Arunachal Pradesh,2020,3,Kra Daadi,5676,16181045.61263587,2020-Q3
Arunachal Pradesh,2020,3,Changlang,73842,159158438.9254108,2020-Q3
Arunachal Pradesh,2020,3,Pakke Kessang,3469,6301715.335375749,2020-Q3
Arunachal Pradesh,2020,3,Dibang Valley,899,3061207.2925078664,2020-Q3
Arunachal Pradesh,2020,3,West Kameng,111029,332812237.8096209,2020-Q3
Arunachal Pradesh,2020,3,Shi Yomi,521,3410288.130911609,2020-Q3
Arunachal Pradesh,2020,3,East Siang,69710,176323789.9443782,2020-Q3
Arunachal Pradesh,2020,3,Upper Subansiri,24387,70811197.57521853,2020-Q3
Arunachal Pradesh,2020,3,East Kameng,13421,43881134.37096395,2020-Q3
Arunachal Pradesh,2020,3,Lohit,65889,156523653.18643108,2020-Q3
Arunachal Pradesh,2020,3,Lepa Rada,10150,22146313.37323604,2020-Q3
Arunachal Pradesh,2020,3,Tawang,56016,182137862.72423625,2020-Q3
Arunachal Pradesh,2020,3,Namsai,37019,76484566.53480485,2020-Q3
Arunachal Pradesh,2020,4,Lower Dibang Valley,33455,81929299.56817816,2020-Q4
Arunachal Pradesh,2020,4,Lower Subansiri,31411,97681186.89595497,2020-Q4
Arunachal Pradesh,2020,4,Longding,26089,74890543.91561158,2020-Q4
Arunachal Pradesh,2020,4,West Siang,45207,125118193.0493962,2020-Q4
Arunachal Pradesh,2020,4,Kamle,3611,10000596.40939699,2020-Q4
Arunachal Pradesh,2020,4,Upper Siang,19943,78146755.88828371,2020-Q4
Arunachal Pradesh,2020,4,Tirap,36124,104709589.66019578,2020-Q4
Arunachal Pradesh,2020,4,Papum Pare,390528,1205917753.704622,2020-Q4
Arunachal Pradesh,2020,4,Kurung Kumey,4581,17134470.4444281,2020-Q4
Arunachal Pradesh,2020,4,Anjaw,17228,49318880.51759694,2020-Q4
Arunachal Pradesh,2020,4,Siang,12962,32619173.23826112,2020-Q4
Arunachal Pradesh,2020,4,Lower Siang,14782,33891568.64514145,2020-Q4
Arunachal Pradesh,2020,4,Kra Daadi,7619,30458774.811469432,2020-Q4
Arunachal Pradesh,2020,4,Changlang,84852,204367875.072993,2020-Q4
Arunachal Pradesh,2020,4,Pakke Kessang,3064,7503555.503947843,2020-Q4
Arunachal Pradesh,2020,4,Dibang Valley,1705,6749773.196253154,2020-Q4
Arunachal Pradesh,2020,4,West Kameng,129575,390436113.7366377,2020-Q4
Arunachal Pradesh,2020,4,Shi Yomi,1103,6627025.636333689,2020-Q4
Arunachal Pradesh,2020,4,East Siang,88632,250515095.18896663,2020-Q4
Arunachal Pradesh,2020,4,Upper Subansiri,31426,109405900.7987589,2020-Q4
Arunachal Pradesh,2020,4,East Kameng,16340,64104581.338872656,2020-Q4
Arunachal Pradesh,2020,4,Lohit,80530,196997836.7993369,2020-Q4
Arunachal Pradesh,2020,4,Lepa Rada,14338,39340491.723573,2020-Q4
Arunachal Pradesh,2020,4,Tawang,67262,240482254.584536,2020-Q4
Arunachal Pradesh,2020,4,Namsai,46762,111916731.5168758,2020-Q4
Arunachal Pradesh,2021,1,Lower Dibang Valley,32427,90709108.5235086,2021-Q1
Arunachal Pradesh,2021,1,Lower Subansiri,29916,106591162.9610342,2021-Q1
Arunachal Pradesh,2021,1,Longding,23962,75573420.97022958,2021-Q1
Arunachal Pradesh,2021,1,West Siang,42575,138700637.2916148,2021-Q1
Arunachal Pradesh,2021,1,Kamle,3092,11023767.7025591,2021-Q1
Arunachal Pradesh,2021,1,Upper Siang,21312,73026286.55263102,2021-Q1
Arunachal Pradesh,2021,1,Tirap,32043,110593517.14623192,2021-Q1
Arunachal Pradesh,2021,1,Papum Pare,419891,1388723426.715657,2021-Q1
Arunachal Pradesh,2021,1,Kurung Kumey,4962,22483754.80073421,2021-Q1
Arunachal Pradesh,2021,1,Anjaw,12823,38844865.55268997,2021-Q1
Arunachal Pradesh,2021,1,Siang,13679,42644184.41156319,2021-Q1
Arunachal Pradesh,2021,1,Lower Siang,13231,37929392.80129131,2021-Q1
Arunachal Pradesh,2021,1,Kra Daadi,6393,24326518.988243874,2021-Q1
Arunachal Pradesh,2021,1,Changlang,78849,220167765.51868472,2021-Q1
Arunachal Pradesh,2021,1,Pakke Kessang,3563,8146941.791996093,2021-Q1
Arunachal Pradesh,2021,1,Dibang Valley,1930,7949867.973505622,2021-Q1
Arunachal Pradesh,2021,1,West Kameng,120906,384735272.8434415,2021-Q1
Arunachal Pradesh,2021,1,Shi Yomi,1251,6905518.17317189,2021-Q1
Arunachal Pradesh,2021,1,East Siang,82357,253988360.79783508,2021-Q1
Arunachal Pradesh,2021,1,Upper Subansiri,28053,116973014.4875367,2021-Q1
Arunachal Pradesh,2021,1,East Kameng,16281,77915774.21328105,2021-Q1
Arunachal Pradesh,2021,1,Lohit,72380,198534806.934188,2021-Q1
Arunachal Pradesh,2021,1,Lepa Rada,15690,52794992.77695303,2021-Q1
Arunachal Pradesh,2021,1,Tawang,54137,207859088.4111589,2021-Q1
Arunachal Pradesh,2021,1,Namsai,45753,116637630.67690109,2021-Q1
Arunachal Pradesh,2021,2,Lower Dibang Valley,42091,105552358.12192988,2021-Q2
Arunachal Pradesh,2021,2,Lower Subansiri,40081,120717472.89200447,2021-Q2
Arunachal Pradesh,2021,2,Longding,31640,96566640.5347223,2021-Q2
Arunachal Pradesh,2021,2,West Siang,59341,180700138.79997087,2021-Q2
Arunachal Pradesh,2021,2,Kamle,5476,17345427.035241712,2021-Q2
Arunachal Pradesh,2021,2,Upper Siang,25971,89455180.0696969,2021-Q2
Arunachal Pradesh,2021,2,Tirap,46320,144548683.32259288,2021-Q2
Arunachal Pradesh,2021,2,Papum Pare,552953,1501062555.477559,2021-Q2
Arunachal Pradesh,2021,2,Kurung Kumey,6623,27396796.62330315,2021-Q2
Arunachal Pradesh,2021,2,Anjaw,15311,43475744.23676274,2021-Q2
Arunachal Pradesh,2021,2,Siang,17032,52687221.426951535,2021-Q2
Arunachal Pradesh,2021,2,Lower Siang,17401,45499278.569880016,2021-Q2
Arunachal Pradesh,2021,2,Kra Daadi,8758,35998227.60012327,2021-Q2
Arunachal Pradesh,2021,2,Changlang,105461,264031910.3489421,2021-Q2
Arunachal Pradesh,2021,2,Pakke Kessang,4424,13097426.072373273,2021-Q2
Arunachal Pradesh,2021,2,Dibang Valley,1995,9465919.622553768,2021-Q2
Arunachal Pradesh,2021,2,West Kameng,164866,482626617.8657546,2021-Q2
Arunachal Pradesh,2021,2,Shi Yomi,2135,12166777.18507706,2021-Q2
